,Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
1523,TrulyMadly,New Delhi,Dating,Trulymadly is a dating platform that uses a match making algorithm.,"Gaurav Munjal, Snehil Khanor",2000000.0,Pre-series A,2021
1524,Vidyakul,,EdTech,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,"JITO Angel Network, SOSV",500000.0,Seed,2021
1525,Jambox Games,Bangalore,Gaming,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",,1100000.0,Seed,2021
1526,Miko,Mumbai,Robotics,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.","Chiratae Ventures, YourNest Venture Capital",6000000.0,,2021
1527,SuperK,"Small Towns, Andhra Pradesh",Retail,SuperK is a full-stack solution to empower small format retail stores in India.,STRIVE VC,800000.0,Seed,2021
1528,TagZ Foods,Bangalore,Food,TagZ Foods is a supplier of snacks and food products.,Venture Catalysts,500000.0,Pre-series A,2021
1529,Fuel Buddy,New Delhi,Oil and Energy,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Jaipuria Family Office,1000000.0,,2021
1530,M1xchange,Gurugram,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Amazon,10000000.0,,2021
1531,Spintly,Goa,Tech Startup,Wireless cloud based access control platform,Riso Capital,500000.0,,2021
1532,EF Polymer,Rajsamand,AgriTech,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,MTG Ventures,200000.0,,2021
1533,boAt,New Delhi,Electronics,boAt is a consumer electronics and lifestyle company.,"Qualcomm Ventures, Warburg Pincus",6000000.0,,2021
1534,TruNativ,Mumbai,Food & Beverages,TruNativ Foods & Beverages Pvt Ltd,9Unicorns,3500000.0,Seed,2021
1535,iBus,Bangalore,Telecommuncation,iBus Networks is an in-building connectivity solutions company,Morgan Stanley,21000000.0,,2021
1536,Puresh Daily,Ranchi,Milk startup,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Alfa Ventures, Agility Venture Partners",100000.0,Seed,2021
1537,LearnVern,Ahmadabad,EdTech,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,,1000000.0,,2021
1538,LimeChat,"Faridabad, Haryana",AI Chatbot,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Stellaris Venture Partners, Ramakant Sharma",7500000.0,Seed,2021
1539,Dybo,Bangalore,IT,Product Visualisation Technology for Commerce,Spanache,100000.0,Seed,2021
1540,moEVing,Gurugram,Logistics,"Delivering clean, cost-effective and efficient mobility solutions.",,1000000.0,Seed,2021
1541,WeWork India,Bangalore,Hospitality,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",,26000000.0,,2021
1542,Solethreads,Gurugram,Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,"DSG Consumer Partners, Saama Capital",1000000.0,Series A,2021
1543,Beldara,Mumbai,E-commerce,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",Hindustan Media Ventures,7400000.0,,2021
1544,CredFlow,New Delhi,FinTech,CredFlow provides financial solutions to automate your cashflows.,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2000000.0,Seed,2021
1545,Do Your Thng,Gurugram,Marketing,World's first shared economy platform for digital assets.,"Angelbay Holdings, Faad Network",1500000.0,,2021
1546,Oye Rickshaw,Gurugram,Transportation,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,"Alteria Capital, Chiratae Ventures",3000000.0,,2021
1547,Legitquest,New Delhi,LegalTech,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,"WaterBridge Ventures, Info Edge",600000.0,,2021
1548,Swiggy,Bangalore,Food delivery,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,"Carmignac, Falcon Edge Capital",800000000.0,,2021
1549,AntWak,Bangalore,EdTech,AntWak provides a video platform for e-learning service.,"Vaibhav Domkundwar, Kunal Shah",3500000.0,Seed,2021
1550,PlayShifu,Bangalore,EdTech,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Chiratae Ventures, Bharat Innovation Fund",17000000.0,Series B,2021
1551,Pitstop,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Acko Technology, Services, LetsVenture",3500000.0,Pre-series B,2021
1552,Lendingkart,Gujarat,FinTech,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Bertelsmann India Investments, Fullerton Financial Holdings",15000000.0,Debt,2021
1553,CRED,Bangalore,FinTech,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,"Dragoneer Investment Group, Tiger Global Management",215000000.0,Series D,2021
1554,Karnival,Bangalore,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,http://100x.vc/,2500000.0,Seed,2021
1555,PharmEasy,Mumbai,HealthTech,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","TPG Growth, Caisse de Depot et Placement du Quebec",350000000.0,Series E,2021
1556,WESS,Mumbai,Renewable Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Centrum Financial Services,2000000.0,Seed,2021
1557,ShopSe,Mumbai,FinTech,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,"Chiratae Ventures, BEENEXT",5500000.0,,2021
1558,Fantasy Akhada,Gurugram,Fantasy sports,Fantasy Akhada offers fantasy sports platform for cricket and football.,Harsha Bhogle,600000.0,,2021
1559,Rage Coffee,New Delhi,Food & Beverages,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,"GetVantage, Prakash Katama",3500000.0,Pre-series A,2021
1560,Groww,Bangalore,FinTech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,"Tiger Global Management, Y Combinator Continuity Fund",83000000.0,Series D,2021
1561,Avanti Finance,Bangalore,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,Michael & Susan Dell Foundation,26000000.0,Series A,2021
1562,Kudos,Pune,FinTech,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Marquee fintech founders,3500000.0,Pre-series A,2021
1563,OfBusiness,Gurugram,FinTech,OfBusiness is a financing platform that offers smart financing to SMEs.,"Falcon Edge India, Norwest Venture Partners",110000000.0,,2021
1564,Superpro.ai,Bangalore,Video communication,Enabling independent professionals to bring offline consulting online with AI,"SOSV, Omphalos Ventures India",3000000.0,Seed,2021
1565,ShareChat,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,"Twitter Ventures, Pawan Munjal",500000000.0,,2021
1566,WiT-ACE,Gurugram,Skill development,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",CitiusTech,1000000.0,Seed,2021
1567,Spinny,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Arena Holdings, Think Investments",65000000.0,Series C,2021
1568,Alteria Capital,Mumbai,FinTech,Alteria Capital is a Venture debt firm .,,150000000000.0,Debt,2021
1569,Safexpay,Thane,FinTech,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,"T Choithrams BVI, Ardor",6000000.0,,2021
1570,PumPumPum,Gurugram,Rental,Pumpumpum is a car rental company.,"Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A,2021
1571,Speciale Invest,Bangalore,FinTech,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,,10000000.0,,2021
1572,Eunimart,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A,2021
1573,Meesho,Bangalore,E-commerce,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,"SAIF Partners, Venture Highway",300000000.0,,2021
1574,CareerLabs,Bangalore,EdTech,"Aim to help students become future-ready, setting them on a path to success that suits them best.",Global Founders Capital,2200000.0,,2021
1575,Uable,Bangalore,EdTech,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,"JAFCO Asia, Chiratae Ventures",35000000.0,Pre-series A,2021
1576,Zoko,Bangalore,Tech Startup,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",Y Combinator,140000000.0,Seed,2021
1577,GetWork,Gurugram,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Artha Venture Fund,200000.0,Seed,2021
1578,Easebuzz,Pune,E-commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,"Jitendra Gupta, Amrish Rau",4000000.0,Series A,2021
1579,Chingari,Bangalore,Social Media,Chingari operates as a short video platform.,"FJ Labs, Brian Norgard",13000000.0,,2021
1580,DusMinute,Bangalore,Retail,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Indian Angel Network,1100000.0,Pre-series A,2021
1581,Onsurity,Bangalore,HealthCare,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Jitendra Gupta, Harsh Shah",3500000.0,,2021
1582,Karbon Card,Bangalore,FinTech,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,Y Combinator,3500000.0,,2021
1583,Factors.AI,Bangalore,SaaS startup,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers","Elevation Partners, Emergent Ventures",2000000.0,,2021
1584,Elevar,Mumbai,Sports,"A Revolutionary Sports Brand, Engineered For Those Who Want More.","Kalaari Capital, Dream Capital",2000000.0,,2021
1585,Studio Sirah,Bangalore,Computer Games,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,Lumikai,800000.0,,2021
1586,OTO Capital,Mumbai,FinTech,The Future Of Vehicle Ownership!,Matrix Partners India,6000000.0,,2021
1587,1Bridge,Bangalore,Consumer Goods,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",C4D Partners,2500000.0,,2021
1588,Skeps,Gurugram,FinTech,"A blockchain products company, developing a proprietary product in the FinTech space",Bertelsmann India,9500000.0,,2021
1589,Curefoods,Bangalore,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,,2021
1590,TartanSense,Bangalore,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures",5000000.0,,2021
1591,Bewakoof,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp,8000000.0,,2021
1592,Kirana247,New Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,,1000000.0,,2021
1593,FanPlay,Computer Games,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta",3500000.0,$1200000,2021
1594,NeoDocs,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital",3500000.0,,2021
1595,IsGoingOnline,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,,2021
1596,Camp K12,Gurugram,EdTech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital",12000000.0,,2021
1597,Elda Health,Bangalore,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures",1500000.0,,2021
1598,Sporjo,Mumbai,SportsTech,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan,2000000.0,,2021
1599,Advantage Club,Mumbai,HRTech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,,2021
1600,SuperGaming,Pune,Gaming,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,,2021
1601,Ruptok,New Delhi,FinTech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Eclear Leasing,1000000.0,,2021
1602,Curefoods,Bangalore,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,,2021
1603,TartanSense,Bangalore,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures",5000000.0,Series A,2021
1604,Bewakoof,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp,8000000.0,,2021
1605,Kirana247,New Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,,1000000.0,Pre-series A,2021
1606,FanPlay,Computer Games,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta",3500000.0,$1200000,2021
1607,NeoDocs,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital",3500000.0,Pre-seed,2021
1608,IsGoingOnline,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A,2021
1609,Camp K12,Gurugram,EdTech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital",12000000.0,Series A,2021
1610,Elda Health,Bangalore,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures",1500000.0,Seed,2021
1611,Sporjo,Mumbai,SportsTech,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan,2000000.0,Pre-series A,2021
1612,Advantage Club,Mumbai,HRTech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,,2021
1613,SuperGaming,Pune,Gaming,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A,2021
1614,Ruptok,New Delhi,FinTech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Eclear Leasing,1000000.0,,2021
1615,O’ Be Cocktails,Bangalore,Wine & Spirits,India’s first and only Ready to Drink Premium Cocktails.,"First Cheque, Letsventure",400000.0,,2021
1616,Zetwerk,Bangalore,Mechanical & Industrial Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,,150000000.0,Series E,2021
1617,AppsForBharat,Bangalore,Spiritual,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.","Sequoia Capital India, BEENEXT",4000000.0,Seed,2021
1618,Imagimake,Mumbai,Consumer Goods,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",Velocity,3500000.0,,2021
1619,Khatabook,Bangalore,Financial Services,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C,2021
1620,Smytten,Gurugram,Consumer Goods,India's largest premium discovery and trial platform!,Fireside Ventures,6000000.0,Series A,2021
1621,Syook,Bangalore,Industrial Automation,Syook is building the next generation enterprise IOT platform.,"Inflection Point Ventures, ONGC",1000000.0,Series A,2021
1622,Akudo,Bangalore,FinTech,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Y Combinator, Incubate Fund India",3500000.0,Pre-seed,2021
1623,NOTO,Mumbai,Consumer Goods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000.0,Pre-series A,2021
1624,Lumiq,Noida,Information Technology,Help enterprises monetize their data and reinvent the digital transformation journey.,Info Edge Ventures,2000000.0,Seed,2021
1625,CommerceUp,Gurugram,Information Technology,Grow and manage ecommerce business from single dashboard,NB Ventures,3500000.0,Seed,2021
1626,Breathe Well-being,Gurugram,Health,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",Accel,5500000.0,Series A,2021
1627,Hike,New Delhi,Information Technology,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,"Binny Bansal, Kunal Shah",3500000.0,,2021
1628,House of Kieraya,Bangalore,Lifestyle,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",TradeCred,15000000.0,,2021
1629,goEgoNetwork,Pune,Automotive,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",,2000000.0,,2021
1630,Probus,New Delhi,IoT,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",Unicorn India Ventures,500000.0,Bridge,2021
1631,DrinkPrime,Bangalore,Consumer Goods,India's Smartest Water Purifiers and are redefining water purifier ownership.,"UC Inclusive Credit, Western Capital",1000000.0,,2021
1632,Smart Express,Mumbai,Logistics,India’s Most Innovative and Awarded Express Logistics Company.,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0,Seed,2021
1633,Smallcase,Bangalore,FinTech,Smallcase is a new way to invest in the stock markets.,Faering Capital,40000000.0,Series C,2021
1634,SATYA MicroCapital,New Delhi,Banking,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,"responsAbility Investments, Blue Orchard",10000000.0,,2021
1635,Snack Amor,Mumbai,Food & Beverages,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.","Sanchit Agarwal, Sujan Sinha, Michael Cooke",3500000.0,,2021
1636,Postman,Bangalore,Computer software,Postman is the collaboration platform for API development.,"CRV, Nexus Venture Partners",225000000.0,Series D,2021
1637,Hashnode,Bangalore,Computer software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0,Series A,2021
1638,RACEnergy,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,"Micelio Fund, growX ventures",1300000.0,Seed+,2021
1639,BharatPe,New Delhi,FinTech,The vision to make financial inclusion a reality for Indian merchants.,"IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0,Debt,2021
1640,Gyde,Pune,Computer software,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Better Capital, Ashish Achrekar",250000.0,Seed,2021
1641,BatteryPool,Pune,Automotive,Building the Operating System for managing Electric Vehicles in fleets.,IAN,3500000.0,Seed,2021
1642,AgNext,Chandigarh,AgriTech,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Alpha Wave Incubation,21000000.0,Series A,2021
1643,Xpresslane,Bangalore,Tech startup,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.","Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,Pre-seed,2021
1644,LoanKuber,New Delhi,Digital mortgage,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,,1200000.0,Pre-series A,2021
1645,OYO,Gurugram,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,Microsoft,5000000.0,Series F2,2021
1646,Rapido,Bangalore,Information Technology & Services,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,"Shell Ventures, Yamaha, Kunal Shah",52000000.0,,2021
1647,YPay,Noida,FinTech,YPay Card is the new way to manage money.,We Founder Circle,400000.0,,2021
1648,SleepyCat,Mumbai,Furniture,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000.0,,2021
1649,Ultrahuman,Bangalore,Healthcare,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,Tiger Global’s Scott Schleifer,17500000.0,,2021
1650,UpScalio,Gurugram,E-commerce,"UpScalio is India’s next generation, data-driven consumer goods company.",,42000000.0,,2021
1651,Yellow Class,Gurugram,EdTech,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",Elevation Capital,6000000.0,,2021
1652,Yojak,Gurugram,B2B marketplace,India’s first B2B online marketplace for building material.,Info Edge Ventures,3800000.0,,2021
1653,CreatorStack,Bangalore,Computer software,Helping creators globally to engage deeply with their fans and communities,Accel,2000000.0,,2021
1654,Expertrons,Mumbai,EdTech,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000.0,,2021
1655,Rage Coffee,New Delhi,Food & Beverages,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Sixth Sense Ventures,5000000.0,,2021
1656,Klub,Bangalore,Financial Services,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"9Unicorns, Sequoia Capital India’s Surge",20000000.0,,2021
1657,Navia Life Care,New Delhi,Healtcare,Navia Life Care is a health technlogy company with a special focus on patient care.,"Anicut Angel Fund, 9 Unicorns",1000000.0,,2021
1658,1K Kirana Bazaar,Gurugram,Retail,India's First and Largest Network of Small-Town Kirana Stores,"Info Edge, FalconEdge",7000000.0,,2021
1659,Zupee,Gurugram,Gaming,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","WestCap Group, Tomales Bay Capital",30000000.0,,2021
1660,Locale.ai,Bangalore,Location Analytics,Location Analytics for Companies With Moving Assets and Ground Operations.,"Chiratae Ventures, Better Capital",1000000.0,,2021
1661,VerSe Innovation,Bangalore,Media,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.","Siguler Guff, Baillie Gifford",450000000.0,,2021
1662,MetroRide,Bangalore,Transportation,"Urban Mobility Affordable, Punctual & Sustainable.",,3500000.0,,2021
1663,Miko,Mumbai,Consumer Electronics,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,,2021
1664,Whiz League,New Delhi,EdTech,Revolutionizing learning experience that goes beyond academia,ITI Growth Opportunities,300000.0,,2021
1665,Hash,New Delhi,Tobacco,Hash is a new startup in consumer goods.,Amrac Investment Trust,3500000.0,,2021
1666,Unacademy,Bangalore,EdTech,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,Bhavin Turakhia,3500000.0,,2021
1667,Log 9 Materials,Bangalore,Deeptech,Log9 Materials is on a mission to make global energy 100% clean.,Amara Raja Batteries,8500000.0,Series A+,2021
1668,upGrad,Mumbai,EdTech,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",India Infoline Finance,25000000.0,,2021
1669,FlashPrep,Bangalore,EdTech,FlashPrep is the smart way to master learning.,Venture Highway,500000.0,Pre-seed,2021
1670,Kenko Health,Mumbai,Insuretech,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","BEENEXT, Orios",1700000.0,Pre-series A,2021
1671,Wiz Freight,Chennai,Logistics & Supply Chain,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",Axilor,3500000.0,Seed,2021
1672,Credgenics,New Delhi,Financial Services,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Westbridge Capital, Tanglin Venture Partners",25000000.0,Series A,2021
1673,BlueLearn,Goa,EdTech,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,Pre-seed,2021
1674,NimbleBox.ai,Chennai,MLOps platform,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,Venture Catalysts,1000000.0,Seed,2021
1675,Pickrr,Gurugram,Logistics & Supply Chain,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"IIFL, Amicus Capital, Ananta Capital",12000000.0,Series B,2021
1676,Stellaris Venture Partners,Bangalore,Venture Capital,Early-stage tech VC in India.,,225000000.0,,2021
1677,Grip Invest,Gurugram,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Venture Highway, Endiya Partners",3000000.0,Series A,2021
1678,Heads Up For Tails,New Delhi,Pet care,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish","Verlinvest, Sequoia Capital India",37000000.0,Series A,2021
1679,Blue Tokai Coffee Roasters,New Delhi,Food & Beverages,"Source, roast, and brew India's best single-origin Arabica coffee.",Anicut Angel Fund,2000000.0,Pre-series B,2021
1680,Neeman,Hyderabad,Consumer Goods,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Sixth Sense Ventures,2000000.0,Series A,2021
1681,BharatPe,New Delhi,FinTech,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",Tiger Global,370000000.0,Series E,2021
1682,GoSats,Bangalore,FinTech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,Seed,2021
1683,StockGro,Bangalore,FinTech,Making Investment Social- India's First Social Trading Platform,"Roots Ventures, Velo Partners",5000000.0,Pre-series A,2021
1684,Onsurity,Bangalore,Healthcare,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",Nexus Venture Partners,16000000.0,Series A,2021
1685,Khabri,Gurugram,Media,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,,2000000.0,Pre-series A,2021
1686,Celcius,Mumbai,Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,,2021
1687,AyuRythm,Bangalore,Healthcare,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,SucSEED Indovation Fund,3500000.0,Seed,2021
1688,Enguru,Bangalore,EdTech,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",3500000.0,Pre-series A,2021
1689,Rocket Skills,Gurugram,EdTech,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021
1690,RenewBuy,Gurugram,FinTech,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Evolvence Capital,10000000.0,Series C,2021
1691,Faarms,Bangalore,AgriTech,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,,2000000.0,Seed,2021
